OGNTsort	extendedStrNo	RMAC	description
013763	G3739	R-NSM	『R-NSM』
013764	G302	PRT	『PRT』
013765	G3660	V-AAS-3S	『V-AAS-3S』
013766	G1722	PREP	『PREP』
013767	G3588	T-DSM	『T-DSM』
013768	G3485	N-DSM	『N-DSM』
013769	G3762	A-NSN	『A-NSN』
013770	G1510	V-PAI-3S	『V-PAI-3S』
013771	G3739	R-NSM	『R-NSM』
013772	G1161	CONJ	『CONJ』
013773	G302	PRT	『PRT』
013774	G3660	V-AAS-3S	『V-AAS-3S』
013775	G1722	PREP	『PREP』
013776	G3588	T-DSM	『T-DSM』
013777	G5557	N-DSM	『N-DSM』
013778	G3588	T-GSM	『T-GSM』
013779	G3485	N-GSM	『N-GSM』
013780	G3784	V-PAI-3S	『V-PAI-3S』
013781	G3474	A-VPM	『A-VPM』
013782	G2532	CONJ	『CONJ』
013783	G5185	A-VPM	『A-VPM』
013784	G5101	I-NSM	『I-NSM』
013785	G1063	CONJ	『CONJ』
013786	G3173	A-NSM-C	『A-NSM-C』
013787	G1510	V-PAI-3S	『V-PAI-3S』
013788	G3588	T-NSM	『T-NSM』
013789	G5557	N-NSM	『N-NSM』
013790	G2228	CONJ	『CONJ』
013791	G3588	T-NSM	『T-NSM』
013792	G3485	N-NSM	『N-NSM』
013793	G3588	T-NSM	『T-NSM』
013794	G37	V-AAP-NSM	『V-AAP-NSM』
013795	G3588	T-ASM	『T-ASM』
013796	G5557	N-ASM	『N-ASM』
013797	G2532	CONJ	『CONJ』
013798	G3739	R-NSM	『R-NSM』
013799	G302	PRT	『PRT』
013800	G3660	V-AAS-3S	『V-AAS-3S』
013801	G1722	PREP	『PREP』
013802	G3588	T-DSN	『T-DSN』
013803	G2379	N-DSN	『N-DSN』
013804	G3762	A-NSN	『A-NSN』
013805	G1510	V-PAI-3S	『V-PAI-3S』
013806	G3739	R-NSM	『R-NSM』
013807	G1161	CONJ	『CONJ』
013808	G302	PRT	『PRT』
013809	G3660	V-AAS-3S	『V-AAS-3S』
013810	G1722	PREP	『PREP』
013811	G3588	T-DSN	『T-DSN』
013812	G1435	N-DSN	『N-DSN』
013813	G3588	T-DSN	『T-DSN』
013814	G1883	PREP	『PREP』
013815	G846	P-GSN	『P-GSN』
013816	G3784	V-PAI-3S	『V-PAI-3S』
013817	G5185	A-VPM	『A-VPM』
013818	G5101	I-NSN	『I-NSN』
013819	G1063	CONJ	『CONJ』
013820	G3173	A-NSN-C	『A-NSN-C』
013821	G3588	T-NSN	『T-NSN』
013822	G1435	N-NSN	『N-NSN』
013823	G2228	CONJ	『CONJ』
013824	G3588	T-NSN	『T-NSN』
013825	G2379	N-NSN	『N-NSN』
013826	G3588	T-NSN	『T-NSN』
013827	G37	V-PAP-NSN	『V-PAP-NSN』
013828	G3588	T-ASN	『T-ASN』
013829	G1435	N-ASN	『N-ASN』
013830	G3588	T-NSM	『T-NSM』
013831	G3767	CONJ	『CONJ』
013832	G3660	V-AAP-NSM	『V-AAP-NSM』
013833	G1722	PREP	『PREP』
013834	G3588	T-DSN	『T-DSN』
013835	G2379	N-DSN	『N-DSN』
013836	G3660	V-PAI-3S	『V-PAI-3S』
013837	G1722	PREP	『PREP』
013838	G846	P-DSN	『P-DSN』
013839	G2532	CONJ	『CONJ』
013840	G1722	PREP	『PREP』
013841	G3956	A-DPN	『A-DPN』
013842	G3588	T-DPN	『T-DPN』
013843	G1883	PREP	『PREP』
013844	G846	P-GSN	『P-GSN』
013845	G2532	CONJ	『CONJ』
013846	G3588	T-NSM	『T-NSM』
013847	G3660	V-AAP-NSM	『V-AAP-NSM』
013848	G1722	PREP	『PREP』
013849	G3588	T-DSM	『T-DSM』
013850	G3485	N-DSM	『N-DSM』
013851	G3660	V-PAI-3S	『V-PAI-3S』
013852	G1722	PREP	『PREP』
013853	G846	P-DSM	『P-DSM』
013854	G2532	CONJ	『CONJ』
013855	G1722	PREP	『PREP』
013856	G3588	T-DSM	『T-DSM』
013857	G2730	V-PAP-DSM	『V-PAP-DSM』
013858	G846	P-ASM	『P-ASM』
013859	G2532	CONJ	『CONJ』
013860	G3588	T-NSM	『T-NSM』
013861	G3660	V-AAP-NSM	『V-AAP-NSM』
013862	G1722	PREP	『PREP』
013863	G3588	T-DSM	『T-DSM』
013864	G3772	N-DSM	『N-DSM』
013865	G3660	V-PAI-3S	『V-PAI-3S』
013866	G1722	PREP	『PREP』
013867	G3588	T-DSM	『T-DSM』
013868	G2362	N-DSM	『N-DSM』
013869	G3588	T-GSM	『T-GSM』
013870	G2316	N-GSM	『N-GSM』
013871	G2532	CONJ	『CONJ』
013872	G1722	PREP	『PREP』
013873	G3588	T-DSM	『T-DSM』
013874	G2521	V-PNP-DSM	『V-PNP-DSM』
013875	G1883	PREP	『PREP』
013876	G846	P-GSM	『P-GSM』
013877	G3759	INJ	『INJ』
013878	G4771	P-2DP	『P-2DP』
013879	G1122	N-VPM	『N-VPM』
013880	G2532	CONJ	『CONJ』
013881	G5330	N-VPM-T	『N-VPM-T』
013882	G5273	N-VPM	『N-VPM』
013883	G3754	CONJ	『CONJ』
013884	G586	V-PAI-2P	『V-PAI-2P』
013885	G3588	T-ASN	『T-ASN』
013886	G2238	N-ASN	『N-ASN』
013887	G2532	CONJ	『CONJ』
013888	G3588	T-ASN	『T-ASN』
013889	G432	N-ASN	『N-ASN』
013890	G2532	CONJ	『CONJ』
013891	G3588	T-ASN	『T-ASN』
013892	G2951	N-ASN	『N-ASN』
013893	G2532	CONJ	『CONJ』
013894	G863	V-AAI-2P	『V-AAI-2P』
013895	G3588	T-APN	『T-APN』
013896	G926	A-APN-C	『A-APN-C』
013897	G3588	T-GSM	『T-GSM』
013898	G3551	N-GSM	『N-GSM』
013899	G3588	T-ASF	『T-ASF』
013900	G2920	N-ASF	『N-ASF』
013901	G2532	CONJ	『CONJ』
013902	G3588	T-ASN	『T-ASN』
013903	G1656	N-ASN	『N-ASN』
013904	G2532	CONJ	『CONJ』
013905	G3588	T-ASF	『T-ASF』
013906	G4102	N-ASF	『N-ASF』
013907	G3778	D-APN	『D-APN』
013908	G1161	CONJ	『CONJ』
013909	G1163	V-IAI-3S	『V-IAI-3S』
013910	G4160	V-AAN	『V-AAN』
013911	G2548	D-APN	『D-APN』
013912	G3361	PRT-N	『PRT-N』
013913	G863	V-PAN	『V-PAN』
013914	G3595	N-VPM	『N-VPM』
013915	G5185	A-VPM	『A-VPM』
013916	G3588	T-VPM	『T-VPM』
013917	G1368	V-PAP-VPM	『V-PAP-VPM』
013918	G3588	T-ASM	『T-ASM』
013919	G2971	N-ASM	『N-ASM』
013920	G3588	T-ASF	『T-ASF』
013921	G1161	CONJ	『CONJ』
013922	G2574	N-ASF	『N-ASF』
013923	G2666	V-PAP-VPM	『V-PAP-VPM』
013924	G3759	INJ	『INJ』
013925	G4771	P-2DP	『P-2DP』
013926	G1122	N-VPM	『N-VPM』
013927	G2532	CONJ	『CONJ』
013928	G5330	N-VPM-T	『N-VPM-T』
013929	G5273	N-VPM	『N-VPM』
013930	G3754	CONJ	『CONJ』
013931	G2511	V-PAI-2P	『V-PAI-2P』
013932	G3588	T-ASN	『T-ASN』
013933	G1855	ADV	『ADV』
013934	G3588	T-GSN	『T-GSN』
013935	G4221	N-GSN	『N-GSN』
013936	G2532	CONJ	『CONJ』
013937	G3588	T-GSF	『T-GSF』
013938	G3953	N-GSF	『N-GSF』
013939	G2081	ADV	『ADV』
013940	G1161	CONJ	『CONJ』
013941	G1073	V-PAI-3P	『V-PAI-3P』
013942	G1537	PREP	『PREP』
013943	G724	N-GSF	『N-GSF』
013944	G2532	CONJ	『CONJ』
013945	G192	N-GSF	『N-GSF』
013946	G5330	N-VSM-T	『N-VSM-T』
013947	G5185	A-VSM	『A-VSM』
013948	G2511	V-AAM-2S	『V-AAM-2S』
013949	G4413	A-ASN	『A-ASN』
013950	G3588	T-ASN	『T-ASN』
013951	G1787	ADV	『ADV』
013952	G3588	T-GSN	『T-GSN』
013953	G4221	N-GSN	『N-GSN』
013954	G2443	CONJ	『CONJ』
013955	G1096	V-2ADS-3S	『V-2ADS-3S』
013956	G2532	CONJ	『CONJ』
013957	G3588	T-NSN	『T-NSN』
013958	G1622	ADV	『ADV』
013959	G846	P-GSN	『P-GSN』
013960	G2513	A-NSN	『A-NSN』
013961	G3759	INJ	『INJ』
013962	G4771	P-2DP	『P-2DP』
013963	G1122	N-VPM	『N-VPM』
013964	G2532	CONJ	『CONJ』
013965	G5330	N-VPM-T	『N-VPM-T』
013966	G5273	N-VPM	『N-VPM』
013967	G3754	CONJ	『CONJ』
013968	G3945	V-PAI-2P	『V-PAI-2P』
013969	G5028	N-DPM	『N-DPM』
013970	G2867	V-RPP-DPM	『V-RPP-DPM』
013971	G3748	R-NPM	『R-NPM』
013972	G1855	ADV	『ADV』
013973	G3303	PRT	『PRT』
013974	G5316	V-PEI-3P	『V-PEI-3P』
013975	G5611	A-NPM	『A-NPM』
013976	G2081	ADV	『ADV』
013977	G1161	CONJ	『CONJ』
013978	G1073	V-PAI-3P	『V-PAI-3P』
013979	G3747	N-GPN	『N-GPN』
013980	G3498	A-GPM	『A-GPM』
013981	G2532	CONJ	『CONJ』
013982	G3956	A-GSF	『A-GSF』
013983	G167	N-GSF	『N-GSF』
013984	G3779	ADV	『ADV』
013985	G2532	CONJ	『CONJ』
013986	G4771	P-2NP	『P-2NP』
013987	G1855	ADV	『ADV』
013988	G3303	PRT	『PRT』
013989	G5316	V-PEI-2P	『V-PEI-2P』
013990	G3588	T-DPM	『T-DPM』
013991	G444	N-DPM	『N-DPM』
013992	G1342	A-NPM	『A-NPM』
013993	G2081	ADV	『ADV』
013994	G1161	CONJ	『CONJ』
013995	G1510	V-PAI-2P	『V-PAI-2P』
013996	G3324	A-NPM	『A-NPM』
013997	G5272	N-GSF	『N-GSF』
013998	G2532	CONJ	『CONJ』
013999	G458	N-GSF	『N-GSF』
014000	G3759	INJ	『INJ』
014001	G4771	P-2DP	『P-2DP』
014002	G1122	N-VPM	『N-VPM』
014003	G2532	CONJ	『CONJ』
014004	G5330	N-VPM-T	『N-VPM-T』
014005	G5273	N-VPM	『N-VPM』
014006	G3754	CONJ	『CONJ』
014007	G3618	V-PAI-2P	『V-PAI-2P』
014008	G3588	T-APM	『T-APM』
014009	G5028	N-APM	『N-APM』
014010	G3588	T-GPM	『T-GPM』
014011	G4396	N-GPM	『N-GPM』
014012	G2532	CONJ	『CONJ』
014013	G2885	V-PAI-2P	『V-PAI-2P』
014014	G3588	T-APN	『T-APN』
014015	G3419	N-APN	『N-APN』
014016	G3588	T-GPM	『T-GPM』
014017	G1342	A-GPM	『A-GPM』
014018	G2532	CONJ	『CONJ』
014019	G3004	V-PAI-2P	『V-PAI-2P』
014020	G1487	CONJ	『CONJ』
014021	G1510	V-IMI-1P	『V-IMI-1P』
014022	G1722	PREP	『PREP』
014023	G3588	T-DPF	『T-DPF』
014024	G2250	N-DPF	『N-DPF』
014025	G3588	T-GPM	『T-GPM』
014026	G3962	N-GPM	『N-GPM』
014027	G1473	P-1GP	『P-1GP』
014028	G3756	PRT-N	『PRT-N』
014029	G302	PRT	『PRT』
014030	G1510	V-IMI-1P	『V-IMI-1P』
014031	G846	P-GPM	『P-GPM』
014032	G2844	N-NPM	『N-NPM』
014033	G1722	PREP	『PREP』
014034	G3588	T-DSN	『T-DSN』
014035	G129	N-DSN	『N-DSN』
014036	G3588	T-GPM	『T-GPM』
014037	G4396	N-GPM	『N-GPM』
014038	G5620	CONJ	『CONJ』
014039	G3140	V-PAI-2P	『V-PAI-2P』
014040	G1438	F-2DPM	『F-2DPM』
014041	G3754	CONJ	『CONJ』
014042	G5207	N-NPM	『N-NPM』
014043	G1510	V-PAI-2P	『V-PAI-2P』
014044	G3588	T-GPM	『T-GPM』
014045	G5407	V-AAP-GPM	『V-AAP-GPM』
014046	G3588	T-APM	『T-APM』
014047	G4396	N-APM	『N-APM』
014048	G2532	CONJ	『CONJ』
014049	G4771	P-2NP	『P-2NP』
014050	G4137	V-AAM-2P	『V-AAM-2P』
014051	G3588	T-ASN	『T-ASN』
014052	G3358	N-ASN	『N-ASN』
014053	G3588	T-GPM	『T-GPM』
014054	G3962	N-GPM	『N-GPM』
014055	G4771	P-2GP	『P-2GP』
014056	G3789	N-VPM	『N-VPM』
014057	G1081	N-VPN	『N-VPN』
014058	G2191	N-GPF	『N-GPF』
014059	G4459	ADV	『ADV』
014060	G5343	V-2AAS-2P	『V-2AAS-2P』
014061	G575	PREP	『PREP』
014062	G3588	T-GSF	『T-GSF』
014063	G2920	N-GSF	『N-GSF』
014064	G3588	T-GSF	『T-GSF』
014065	G1067	N-GSF-T	『N-GSF-T』
014066	G1223	PREP	『PREP』
014067	G3778	D-ASN	『D-ASN』
014068	G2400	INJ	『INJ』
014069	G1473	P-1NS	『P-1NS』
014070	G649	V-PAI-1S	『V-PAI-1S』
014071	G4314	PREP	『PREP』
014072	G4771	P-2AP	『P-2AP』
014073	G4396	N-APM	『N-APM』
014074	G2532	CONJ	『CONJ』
014075	G4680	A-APM	『A-APM』
014076	G2532	CONJ	『CONJ』
014077	G1122	N-APM	『N-APM』
014078	G1537	PREP	『PREP』
014079	G846	P-GPM	『P-GPM』
014080	G615	V-FAI-2P	『V-FAI-2P』
014081	G2532	CONJ	『CONJ』
014082	G4717	V-FAI-2P	『V-FAI-2P』
014083	G2532	CONJ	『CONJ』
014084	G1537	PREP	『PREP』
014085	G846	P-GPM	『P-GPM』
014086	G3146	V-FAI-2P	『V-FAI-2P』
014087	G1722	PREP	『PREP』
014088	G3588	T-DPF	『T-DPF』
014089	G4864	N-DPF	『N-DPF』
014090	G4771	P-2GP	『P-2GP』
014091	G2532	CONJ	『CONJ』
014092	G1377	V-FAI-2P	『V-FAI-2P』
014093	G575	PREP	『PREP』
014094	G4172	N-GSF	『N-GSF』
014095	G1519	PREP	『PREP』
014096	G4172	N-ASF	『N-ASF』
014097	G3704	CONJ	『CONJ』
014098	G2064	V-2AAS-3S	『V-2AAS-3S』
014099	G1909	PREP	『PREP』
014100	G4771	P-2AP	『P-2AP』
014101	G3956	A-NSN	『A-NSN』
014102	G129	N-NSN	『N-NSN』
014103	G1342	A-NSN	『A-NSN』
014104	G1632	V-PPP-NSN	『V-PPP-NSN』
014105	G1909	PREP	『PREP』
014106	G3588	T-GSF	『T-GSF』
014107	G1093	N-GSF	『N-GSF』
014108	G575	PREP	『PREP』
014109	G3588	T-GSN	『T-GSN』
014110	G129	N-GSN	『N-GSN』
014111	G6	N-GSM-P	『N-GSM-P』
014112	G3588	T-GSM	『T-GSM』
014113	G1342	A-GSM	『A-GSM』
014114	G2193	PREP	『PREP』
014115	G3588	T-GSN	『T-GSN』
014116	G129	N-GSN	『N-GSN』
014117	G2197	N-GSM-P	『N-GSM-P』
014118	G5207	N-GSM	『N-GSM』
014119	G914	N-GSM-P	『N-GSM-P』
014120	G3739	R-ASM	『R-ASM』
014121	G5407	V-AAI-2P	『V-AAI-2P』
014122	G3342	PREP	『PREP』
014123	G3588	T-GSM	『T-GSM』
014124	G3485	N-GSM	『N-GSM』
014125	G2532	CONJ	『CONJ』
014126	G3588	T-GSN	『T-GSN』
014127	G2379	N-GSN	『N-GSN』
014128	G281	HEB	『HEB』
014129	G3004	V-PAI-1S	『V-PAI-1S』
014130	G4771	P-2DP	『P-2DP』
014131	G2240	V-FAI-3S	『V-FAI-3S』
014132	G3778	D-NPN	『D-NPN』
014133	G3956	A-NPN	『A-NPN』
014134	G1909	PREP	『PREP』
014135	G3588	T-ASF	『T-ASF』
014136	G1074	N-ASF	『N-ASF』
014137	G3778	D-ASF	『D-ASF』
014138	G2419	N-VSF-L	『N-VSF-L』
014139	G2419	N-VSF-L	『N-VSF-L』
014140	G3588	T-VSF	『T-VSF』
014141	G615	V-PAP-VSF	『V-PAP-VSF』
014142	G3588	T-APM	『T-APM』
014143	G4396	N-APM	『N-APM』
014144	G2532	CONJ	『CONJ』
014145	G3036	V-PAP-VSF	『V-PAP-VSF』
014146	G3588	T-APM	『T-APM』
014147	G649	V-RPP-APM	『V-RPP-APM』
014148	G4314	PREP	『PREP』
014149	G846	P-ASF	『P-ASF』
014150	G4212	ADV	『ADV』
014151	G2309	V-AAI-1S	『V-AAI-1S』
014152	G1996	V-2AAN	『V-2AAN』
014153	G3588	T-APN	『T-APN』
014154	G5043	N-APN	『N-APN』
014155	G4771	P-2GS	『P-2GS』
014156	G3739	R-ASM	『R-ASM』
014157	G5158	N-ASM	『N-ASM』
014158	G3733	N-NSF	『N-NSF』
014159	G1996	V-PAI-3S	『V-PAI-3S』
014160	G3588	T-APN	『T-APN』
014161	G3556	N-APN	『N-APN』
014162	G846	P-GSF	『P-GSF』
014163	G5259	PREP	『PREP』
014164	G3588	T-APF	『T-APF』
014165	G4420	N-APF	『N-APF』
014166	G2532	CONJ	『CONJ』
014167	G3756	PRT-N	『PRT-N』
014168	G2309	V-AAI-2P	『V-AAI-2P』
014169	G2400	INJ	『INJ』
014170	G863	V-PPI-3S	『V-PPI-3S』
014171	G4771	P-2DP	『P-2DP』
014172	G3588	T-NSM	『T-NSM』
014173	G3624	N-NSM	『N-NSM』
014174	G4771	P-2GP	『P-2GP』
014175	G2048	A-NSM	『A-NSM』
014176	G3004	V-PAI-1S	『V-PAI-1S』
014177	G1063	CONJ	『CONJ』
014178	G4771	P-2DP	『P-2DP』
014179	G3756	PRT-N	『PRT-N』
014180	G3361	PRT-N	『PRT-N』
014181	G1473	P-1AS	『P-1AS』
014182	G1492	V-2AAS-2P	『V-2AAS-2P』
014183	G575	PREP	『PREP』
014184	G737	ADV	『ADV』
014185	G2193	CONJ	『CONJ』
014186	G302	PRT	『PRT』
014187	G2036	V-2AAS-2P	『V-2AAS-2P』
014188	G2127	V-RPP-NSM	『V-RPP-NSM』
014189	G3588	T-NSM	『T-NSM』
014190	G2064	V-PNP-NSM	『V-PNP-NSM』
014191	G1722	PREP	『PREP』
014192	G3686	N-DSN	『N-DSN』
014193	G2962	N-GSM	『N-GSM』
014194	G2532	CONJ	『CONJ』
014195	G1831	V-2AAP-NSM	『V-2AAP-NSM』
014196	G3588	T-NSM	『T-NSM』
014197	G2424	N-NSM-P	『N-NSM-P』
014198	G575	PREP	『PREP』
014199	G3588	T-GSN	『T-GSN』
014200	G2411	N-GSN	『N-GSN』
014201	G4198	V-INI-3S	『V-INI-3S』
014202	G2532	CONJ	『CONJ』
014203	G4334	V-2AAI-3P	『V-2AAI-3P』
014204	G3588	T-NPM	『T-NPM』
014205	G3101	N-NPM	『N-NPM』
014206	G846	P-GSM	『P-GSM』
014207	G1925	V-AAN	『V-AAN』
014208	G846	P-DSM	『P-DSM』
014209	G3588	T-APF	『T-APF』
014210	G3619	N-APF	『N-APF』
014211	G3588	T-GSN	『T-GSN』
014212	G2411	N-GSN	『N-GSN』
014213	G3588	T-NSM	『T-NSM』
014214	G1161	CONJ	『CONJ』
014215	G611	V-AOP-NSM	『V-AOP-NSM』
014216	G2036	V-2AAI-3S	『V-2AAI-3S』
014217	G846	P-DPM	『P-DPM』
014218	G3756	PRT-N	『PRT-N』
014219	G991	V-PAI-2P	『V-PAI-2P』
014220	G3778	D-APN	『D-APN』
014221	G3956	A-APN	『A-APN』
014222	G281	HEB	『HEB』
014223	G3004	V-PAI-1S	『V-PAI-1S』
014224	G4771	P-2DP	『P-2DP』
014225	G3756	PRT-N	『PRT-N』
014226	G3361	PRT-N	『PRT-N』
014227	G863	V-APS-3S	『V-APS-3S』
014228	G5602	ADV	『ADV』
014229	G3037	N-NSM	『N-NSM』
014230	G1909	PREP	『PREP』
014231	G3037	N-ASM	『N-ASM』
014232	G3739	R-NSM	『R-NSM』
014233	G3756	PRT-N	『PRT-N』
014234	G2647	V-FPI-3S	『V-FPI-3S』
014235	G2521	V-PNP-GSM	『V-PNP-GSM』
014236	G1161	CONJ	『CONJ』
014237	G846	P-GSM	『P-GSM』
014238	G1909	PREP	『PREP』
014239	G3588	T-GSN	『T-GSN』
014240	G3735	N-GSN	『N-GSN』
014241	G3588	T-GPF	『T-GPF』
014242	G1638	N-GPF-L	『N-GPF-L』
014243	G4334	V-2AAI-3P	『V-2AAI-3P』
014244	G846	P-DSM	『P-DSM』
014245	G3588	T-NPM	『T-NPM』
014246	G3101	N-NPM	『N-NPM』
014247	G2596	PREP	『PREP』
014248	G2398	A-ASF	『A-ASF』
014249	G3004	V-PAP-NPM	『V-PAP-NPM』
014250	G2036	V-2AAM-2S	『V-2AAM-2S』
014251	G1473	P-1DP	『P-1DP』
014252	G4219	PRT-I	『PRT-I』
014253	G3778	D-NPN	『D-NPN』
014254	G1510	V-FDI-3S	『V-FDI-3S』
014255	G2532	CONJ	『CONJ』
014256	G5101	I-NSN	『I-NSN』
014257	G3588	T-NSN	『T-NSN』
014258	G4592	N-NSN	『N-NSN』
014259	G3588	T-GSF	『T-GSF』
014260	G4674	S-2SGSF	『S-2SGSF』
014261	G3952	N-GSF	『N-GSF』
014262	G2532	CONJ	『CONJ』
014263	G4930	N-GSF	『N-GSF』
014264	G3588	T-GSM	『T-GSM』
014265	G165	N-GSM	『N-GSM』
014266	G2532	CONJ	『CONJ』
014267	G611	V-AOP-NSM	『V-AOP-NSM』
014268	G3588	T-NSM	『T-NSM』
014269	G2424	N-NSM-P	『N-NSM-P』
014270	G2036	V-2AAI-3S	『V-2AAI-3S』
014271	G846	P-DPM	『P-DPM』
014272	G991	V-PAM-2P	『V-PAM-2P』
014273	G3361	PRT-N	『PRT-N』
014274	G5100	X-NSM	『X-NSM』
014275	G4771	P-2AP	『P-2AP』
014276	G4105	V-AAS-3S	『V-AAS-3S』
014277	G4183	A-NPM	『A-NPM』
014278	G1063	CONJ	『CONJ』
014279	G2064	V-FDI-3P	『V-FDI-3P』
014280	G1909	PREP	『PREP』
014281	G3588	T-DSN	『T-DSN』
014282	G3686	N-DSN	『N-DSN』
014283	G1473	P-1GS	『P-1GS』
014284	G3004	V-PAP-NPM	『V-PAP-NPM』
014285	G1473	P-1NS	『P-1NS』
014286	G1510	V-PAI-1S	『V-PAI-1S』
014287	G3588	T-NSM	『T-NSM』
014288	G5547	N-NSM-T	『N-NSM-T』
014289	G2532	CONJ	『CONJ』
014290	G4183	A-APM	『A-APM』
014291	G4105	V-FAI-3P	『V-FAI-3P』
014292	G3195	V-FAI-2P	『V-FAI-2P』
014293	G1161	CONJ	『CONJ』
014294	G191	V-PAN	『V-PAN』
014295	G4171	N-APM	『N-APM』
014296	G2532	CONJ	『CONJ』
014297	G189	N-APF	『N-APF』
014298	G4171	N-GPM	『N-GPM』
014299	G3708	V-PAM-2P	『V-PAM-2P』
014300	G3361	PRT-N	『PRT-N』
014301	G2360	V-PPM-2P	『V-PPM-2P』
014302	G1210	V-PAI-3S	『V-PAI-3S』
014303	G1063	CONJ	『CONJ』
014304	G1096	V-2ADN	『V-2ADN』
014305	G235	CONJ	『CONJ』
014306	G3768	ADV	『ADV』
014307	G1510	V-PAI-3S	『V-PAI-3S』
014308	G3588	T-NSN	『T-NSN』
014309	G5056	N-NSN	『N-NSN』
014310	G1453	V-FPI-3S	『V-FPI-3S』
014311	G1063	CONJ	『CONJ』
014312	G1484	N-NSN	『N-NSN』
014313	G1909	PREP	『PREP』
014314	G1484	N-ASN	『N-ASN』
014315	G2532	CONJ	『CONJ』
014316	G932	N-NSF	『N-NSF』
014317	G1909	PREP	『PREP』
014318	G932	N-ASF	『N-ASF』
014319	G2532	CONJ	『CONJ』
014320	G1510	V-FDI-3P	『V-FDI-3P』
014321	G3042	N-NPM	『N-NPM』
014322	G2532	CONJ	『CONJ』
014323	G4578	N-NPM	『N-NPM』
014324	G2596	PREP	『PREP』
014325	G5117	N-APM	『N-APM』
014326	G3956	A-NPN	『A-NPN』
014327	G1161	CONJ	『CONJ』
014328	G3778	D-NPN	『D-NPN』
014329	G746	N-NSF	『N-NSF』
014330	G5604	N-GPF	『N-GPF』
014331	G5119	ADV	『ADV』
014332	G3860	V-FAI-3P	『V-FAI-3P』
014333	G4771	P-2AP	『P-2AP』
014334	G1519	PREP	『PREP』
014335	G2347	N-ASF	『N-ASF』
014336	G2532	CONJ	『CONJ』
014337	G615	V-FAI-3P	『V-FAI-3P』
014338	G4771	P-2AP	『P-2AP』
014339	G2532	CONJ	『CONJ』
014340	G1510	V-FDI-2P	『V-FDI-2P』
014341	G3404	V-PPP-NPM	『V-PPP-NPM』
014342	G5259	PREP	『PREP』
014343	G3956	A-GPN	『A-GPN』
014344	G3588	T-GPN	『T-GPN』
014345	G1484	N-GPN	『N-GPN』
014346	G1223	PREP	『PREP』
014347	G3588	T-ASN	『T-ASN』
014348	G3686	N-ASN	『N-ASN』
014349	G1473	P-1GS	『P-1GS』
014350	G2532	CONJ	『CONJ』
014351	G5119	ADV	『ADV』
014352	G4624	V-FPI-3P	『V-FPI-3P』
014353	G4183	A-NPM	『A-NPM』
014354	G2532	CONJ	『CONJ』
014355	G240	C-APM	『C-APM』
014356	G3860	V-FAI-3P	『V-FAI-3P』
014357	G2532	CONJ	『CONJ』
014358	G3404	V-FAI-3P	『V-FAI-3P』
014359	G240	C-APM	『C-APM』
014360	G2532	CONJ	『CONJ』
014361	G4183	A-NPM	『A-NPM』
014362	G5578	N-NPM	『N-NPM』
014363	G1453	V-FPI-3P	『V-FPI-3P』
014364	G2532	CONJ	『CONJ』
014365	G4105	V-FAI-3P	『V-FAI-3P』
014366	G4183	A-APM	『A-APM』
014367	G2532	CONJ	『CONJ』
014368	G1223	PREP	『PREP』
014369	G3588	T-ASN	『T-ASN』
014370	G4129	V-APN	『V-APN』
014371	G3588	T-ASF	『T-ASF』
014372	G458	N-ASF	『N-ASF』
014373	G5594	V-2FPI-3S	『V-2FPI-3S』
014374	G3588	T-NSF	『T-NSF』
014375	G26	N-NSF	『N-NSF』
014376	G3588	T-GPM	『T-GPM』
014377	G4183	A-GPM	『A-GPM』
014378	G3588	T-NSM	『T-NSM』
014379	G1161	CONJ	『CONJ』
014380	G5278	V-AAP-NSM	『V-AAP-NSM』
014381	G1519	PREP	『PREP』
014382	G5056	N-ASN	『N-ASN』
014383	G3778	D-NSM	『D-NSM』
014384	G4982	V-FPI-3S	『V-FPI-3S』
014385	G2532	CONJ	『CONJ』
014386	G2784	V-FPI-3S	『V-FPI-3S』
014387	G3778	D-NSN	『D-NSN』
014388	G3588	T-NSN	『T-NSN』
014389	G2098	N-NSN	『N-NSN』
014390	G3588	T-GSF	『T-GSF』
014391	G932	N-GSF	『N-GSF』
014392	G1722	PREP	『PREP』
014393	G3650	A-DSF	『A-DSF』
014394	G3588	T-DSF	『T-DSF』
014395	G3625	N-DSF	『N-DSF』
014396	G1519	PREP	『PREP』
014397	G3142	N-ASN	『N-ASN』
014398	G3956	A-DPN	『A-DPN』
014399	G3588	T-DPN	『T-DPN』
014400	G1484	N-DPN	『N-DPN』
014401	G2532	CONJ	『CONJ』
014402	G5119	ADV	『ADV』
014403	G2240	V-FAI-3S	『V-FAI-3S』
014404	G3588	T-NSN	『T-NSN』
014405	G5056	N-NSN	『N-NSN』
014406	G3752	CONJ	『CONJ』
014407	G3767	CONJ	『CONJ』
014408	G1492	V-2AAS-2P	『V-2AAS-2P』
014409	G3588	T-ASN	『T-ASN』
014410	G946	N-ASN	『N-ASN』
014411	G3588	T-GSF	『T-GSF』
014412	G2050	N-GSF	『N-GSF』
014413	G3588	T-ASN	『T-ASN』
014414	G2036	V-APP-ASN	『V-APP-ASN』
014415	G1223	PREP	『PREP』
014416	G1158	N-GSM-P	『N-GSM-P』
014417	G3588	T-GSM	『T-GSM』
014418	G4396	N-GSM	『N-GSM』
014419	G2476	V-2RAP-ASN	『V-2RAP-ASN』
